"142382561501511680","Muy buenas noches followercetes, mañana va a ser un día bastante mitico para mi, ya os contare... http://t.co/U4obbEqe","P"
"142391025904795648","@carmenmorodo Gracias","P"
"142502677249662976","#programascambiados vuélveme deluxe","NONE"
"142518816134533120","Hoy todo son ""buenas"" noticias: nuevo récor de paro http://t.co/BxQgkXib","P"
"142522230528679936","A 298 Km/h cruzando La Mancha en AVE con niebla densa. Espero que el conductor tenga mirada de rayos láser.","NONE"
"142533188248539136","No llueve. Thanks god!!!","NONE"
"142543132167380992","Nick Clegg también se verá con @Sorayapp. La portavoz popular recoge hoy su acreditación de diputada","P"
"142563178079981568","Definitivamente, hay gente que está como una chota. RT: ABC. La 1ª escuela de sexo cuesta 1.600€ con prácticas/curso.http://t.co/dkSlJunG","NONE"
"142567660427821056",".2.Segundo acto Draghi en PE. aceptando el ""fiscal compact"" secuencial que permitira al BCE ser mas proactivo.","NONE"
"142575019338371072","Cuantos más esfuerzos reunamos entre todos, menos tiempo durará la angustia de los más damnificados por la crisis...","N"
"142576984894078976","Blanco sobre lo q dice Eguiguren de conversaciones Gob-ETA: ""no es cierto y en este tema el sr Eguiguren no sabe de lo q habla"" #CMin","N"
"142581832377057280","Rueda de prensa Moncloa: las preguntas sobre Egiguren ganan por goleada a las de crisis euro y refundación de Europa.","NEU"
"142583294620471297","@germanyanke @sgueina tu si que eres el maestro","NONE"
"142594824342745089","El Gobierno andaluz apoya a los autónomos porque son clave en la creación de empleo http://t.co/ZZTaQpV8","NONE"
"142595353957511168","He presentado mi acta de diputado con todas las obligaciones y también los derechos. A igual trabajo parlamentario igual retribución.","P"
"142637862909771776","Y ahora twitter off porque me vuelvo para la tele. Esta tarde toca @13television con #NievesHerrero en #tedamoslatarde. Saludos a todos.","NONE"
"142650359725305856","Acabo de conocer una niña de 5 años que se sabe entera la película de Grease!!!!increíble.....Espero que disfrute con el musical!!","P"
"142659780748644352","La iniciativa 2.0, protagonista en Málaga http://t.co/IwXHlJAI","NONE"
"142679648654987264","Ya, que Eguiguren sigue de presidente de los socialistas vascos...","NONE"
"142689508482220034","Que buena noticia. Gracias. RT @MundoSanzero_HN: @AlejandroSanz Holaaa! Hoy llega la #coleccion (cont) http://t.co/OEit3elk","P"
"142698978180472832","Muy interesante el nuevo blog de @bernardosampa: Código Abierto http://t.co/uUaO9jW5","P"
"142700799087230976","Y Monago se acuerda ahora después de ningunear a la oposición del PSOE, de que sus apoyos de IU de ayer, eran sólo para ""echar al PSOE""","P"
"142702318377381888","Y digo que lo mejor del gobierno extremeño está en la Consejera de Educación y Cultura , a la que  le atribuyen la culpa de la UEX sin razón","N"
"142723666705256448","Gracias a todos por vuestras felicitaciones por el alumbrado navideño. Sevilla luce su mejor cara #navidad #sevillahoy","P"
"142737134254698496","Bajadas de sueldos a los funcionarios, gestión privada para los Hospitales, mas colegios privados, freno a la dependencia. #sumatealcambio","N"
"142737195386679297","@Carlos_Latre @angyfdz @flofdez @josemayuste Es un IMPOSTOR. Que se busque otro entretenimiento...","NONE"
"142752498585829376","Forges y Femenia, legends http://t.co/3613PgkQ","NONE"
"142760399257866240","@SSantiagosegura que buena!!!!","P"
"142761164881928192","Fofito http://t.co/vmvxi1TK","NONE"
"142763641844928512","Ahora ya a descansar toca. Mañana mas, y un poquito mejor. #buenasnoches","P"
"142885428905787392","A Valencia!!!!! #terratpack @Corbacho !!!! Que el tren no espera a nadie!!!!","NONE"
"142918808921837568","Delors:combinacion de la testarudez alemana sobre el control monetario y las falta de ideas claras de los demas,Demasiado poco y tarde.","N"
"142939905796997120","Olas orientales http://t.co/1VR5J0Wy","NONE"
"142941163152867328","Manifiesto @PSOE en el Día Internacional de las Personas con Discapacidad http://t.co/LTVtXgsW","NONE"
