"142379173120442368","Gonzalo Altozano tras la presentación de su libro 101 españoles y Dios. Divertido, emocionante y brillante. http://t.co/4BdljMhB","P"
"142387445416210433","Habia prometido responder a todos, pero me ha sido imposible. Y hoy no doy para mas. MUCHAS GRACIAS A TODOS","P"
"142415001527918592","Bueno, mañana a las seis. Duermo poco","NONE"
"142460545457602560","Holaa ya viernes.Con Pilar Urbano como invitada. Y el gran @JostoMaffeo .Antes @LeticiaIG y @t5rf .¡ Que disfruteis de la buena información!","P"
"142477209632903168","Nominado a Premios Lo Nuestro 2012! Que chevere! Gracias mi gente!","P"
"142485918836736000","Me crezco en la adversidad.","NONE"
"142486630631084033","Los dos lados del instante. Uno: http://t.co/IF9ibXSx","NONE"
"142487239157485568","Francia y Alemania van a pactar una postura común para reflotar la UE. Sarkozy ya adelantó ayer que el objetivo es refundar Europa","NONE"
"142494607496843264","Tela!!! La manta de agua que cae ahora en Madrid!!!","NONE"
"142495262479364096","Gracias ;-))) #FF de vuelta RT @jrvillaurrutia: #GUARDIASAngelicales #FF    @mariviromero","P"
"142497699302866944","Buenos días. Q esperan los empresarios de la reforma laboral del PP? La respuesta hoy en #losdesayunosdetve con @anitiak entrevista a A.Fdez","NONE"
"142500883211620352","Portada La Razón http://t.co/ClXhw5S1 ...","NONE"
"142500968737673216","Portada La Vanguardia http://t.co/IwWwBrOb ...","NONE"
"142501524881420288","""La Comédie Française"", el epílogo de hoy sobre Sarkozy y la UE, via #ePeriódico.  http://t.co/u6qZcpR0","NONE"
"142501730578472960","#programascambiados tu cara me vale","NONE"
"142502047378440192","Portada AS http://t.co/KIiip1Q7","NONE"
"142502258423246848","#programascambiados @Frank_Blanco Anda q!!","NONE"
"142502942770077696","Alemania y Francia van a refundar Europa y ZP se lo va a perder...con lo que le gustaban estos momentos épicos. #vaya...","N"
"142504196879548416","#programascambiados mas allá de la birra","NONE"
"142505265017798657","#programascambiados el gato pelota","NONE"
"142506397710553089","#programascambiados la taja y la taja d luxe","NONE"
"142506551473750016","#programascambiados gran hermano RIP","P"
"142507935833133057","Previsión AEMET para mañana sábado http://t.co/a3jZlPGr","NONE"
"142508088849727488","Previsión AEMET para el domingo http://t.co/YRsQyhHT","NONE"
"142509388878462976","¡Qué estrés!, la presidenta de la diputación de León acumula 11 cargos, (mas de 10 ya es avaricia).","N"
"142512893211049984","Es q soñaba con abuela Josefa! Y estaba tan bonica ella que no quería despertarme!!!","NONE"
"142514081943916544","El paro sube en 59.536 personas en noviembre y llega a 4.420.462 desempleados. Mas informacion ahora en #losdesayunosdetve con @anitiak","N"
"142514091922178048","No hubo tiempo para la ley de muerte digna o la de transparencia. Sí lo hay para reformar la constitución, para el indulto o para Sinde.","N"
"142514188173062144","Rajoy recibe hoy en Génova al viceprimer ministro británico Nick Clegg http://t.co/RvjV0Fyw","NONE"
"142516420109025280",".@trecet Nada más peligroso que un presidente que cree que sólo responde ante la historia (y no ante sus ciudadanos).","N"
"142518445433552896","En el Foro @preferente con @PaulinoRivero para hablar de las fortalezas y debilidades del turismo en los Archipiélagos http://t.co/ZhRjtVEg","NONE"
"142519853058768896","Mal dato de paro.Solución crisis no consiste en frías restas, sino en austeridad inteligente:stop despilfarro, pero si inversión cree empleo","N"
"142522576965607424","Hoy estreno de HAPPY FEET 2, donde tengo el placer d poner 2 voces: DR AMOR Y RAMÓN.Pon un  Pingüino en tu vida!!;)","P"
"142523453969408001","En Sesión Plenaria de las Cortes de Aragón. Después asistiré a los actos de conmemoración del XXXIII aniversario de la Constitución Española","NONE"
"142523509204193282","Estupendo: las mujeres somos un #trozocarne“Aumenta en Japón el número de 'hombres herbívoros' rechazan sexo y pareja http://t.co/dTRDjc0e”","P"
"142523541026381824","Hoy es el Día Mundial por la Abolición de la Esclavitud. Aún se manifiesta en este mundo de múltiples maneras http://t.co/Hf7ThopU","NONE"
"142524300841328640","La evolución del paro pinta fatal. Si en noviembre estamos en 4,4 millones, en marzo rondaremos los 5 millones http://t.co/BxQgkXib","N"
"142532057690677249","Ahí va! El acta! http://t.co/YdbwgivA","NONE"
"142532743211917312","¿La posición acertada será la Merkel-Sarko-líderesUE o la de Krugman-discípulos? ¿Llegaremos a saberlo alguna vez?","N"
"142537512634695681","En el tren con mi buen amigo @manuelcarrasco_ http://t.co/hxXNoTGg","P"
"142537895532695552","#FF para @joseribagorda que por fin se ha decidido a meterse en ésto de twitter. A ver qué hace ;-)","P"
"142538557066711040","Guapetón!!! RT @joseribagorda: @CarmeChaparro No te quejaras de la foto que he puesto, porque la hiciste tú.","P"
"142539010642944000","Rajoy sigue sin hablar en publico pero avisa a sus barones: en seis meses, recortes y reformas encarrilados http://t.co/t52qPFh0","NONE"
"142541084181016576","a ver.... El ketchup elaborado con tomates orgánicos es más saludable que el tradicional http://t.co/wAvohefl","P"
"142542152801583104","Realmente es necesario escuchar villancicos ya por todas partes?","NONE"
"142543132167380992","Nick Clegg también se verá con @Sorayapp. La portavoz popular recoge hoy su acreditación de diputada","P"
"142543435746910208","""¿Más Europa?"" Interesantísima reflexión del sociólogo Ignacio Sánchez-Cuenca. http://t.co/SntNhkEl","P"
"142543884692631553","Gran artículo RT @AlmudenaHPerez #FF para esas personas que están ""Tocadas por los dioses"" http://t.co/OYQ5sjwI #discapacidad","P"
"142544413887967232","El @PPopular  afirma que  ha permitido al gobierno aprobar la ley Sinde por una cuestión de plazos, aunque no comparten el asunto del canon.","NONE"
"142544958442835968","A recaudarrrrrrr! Las multas valen más q las bicis! http://t.co/XgN8VEQe","N"
"142549989678268418","Tambien #FF xa @ogentilcar x su constancia, a @Chema_F x q si y a @conEduMadina xq ser como es","P"
"142551264205615104","No hay nada tan repugnante como un periodista que miente a sabiendas “@melchormiralles: una más del mismo de siempre. Ni caso Pedro”","NONE"
"142551629131030528","Sáez de Santamaría confirma: PP respalda al Gob para aprobar reglamento #Leysinde: ""hemos permitido que lo desarrollara"" #CMin","P"
"142554253607706624","@CarmendelRiego con los amigos siempre puedes contar. un besazo","P"
"142554649365454848","Buen viernes! unas palabras, en mi columna d @LARAZON_es , sobre la posición d los españoles ante el falso final d ETA http://t.co/j8I61yie","NEU"
"142556846199283712","#FF para @JuanMa_Moreno y todas las personas que, de forma injusta, alguna vez se llevan la culpa de algo sin ser responsables de ello","N"
"142556866583601152","Hoy quiero hacerle un #FF especial a @irenferrer y a su grupo de amigos por s labor luchando contra la violencia en Twitter.","P"
"142559090676203520","Ultimo dia de 'cole' esta semana, nada mejor que despedirlo con mucha marcha en @mananascuatro con @mrtfernandez  http://t.co/NCu0pecV","NONE"
"142562378301702145","Estoy rodeado de míticos... Ya os dije que hoy era un día especial para mi... http://t.co/mR6FZU96","P"
"142563178079981568","Definitivamente, hay gente que está como una chota. RT: ABC. La 1ª escuela de sexo cuesta 1.600€ con prácticas/curso.http://t.co/dkSlJunG","NONE"
"142564357983830016","Se me acabó el recreo. Hasta luego. Salu2.","N"
"142566834342862850","Primera parte de mis diez dias de vacaciones finiquitada; la otra, la dejamos para Navidad","NONE"
"142567660427821056",".2.Segundo acto Draghi en PE. aceptando el ""fiscal compact"" secuencial que permitira al BCE ser mas proactivo.","NONE"
"142568604704063488","Ha salido el sol! Alegría! http://t.co/qx48wyeW","P"
"142569426569527296","2.Segundo acto Draghi en PE. aceptando el ""fiscal compact"" secuencial que permitira al BCE ser mas proactivo.","NONE"
"142573377415168000","La Presidenta de la Diputación de León acumula 12 cargos, sueldos y dietas. Y reaccionó mal cuando pedimos su versión. ...","N"
"142574305568501761","Merkel nos llevará al límite para que no tengamos otra salida que no sea la suya: austeridad obligatoria aunque con ello paremos crecimiento","NEU"
"142574890103488513","#FF al equipo de @lasemanaes por su gran periodismo ;) @AlvaroAbellan @AmaliaCasado @PabloAIglesias @AlmudenaHPerez @Alex_Requeijo y más","P"
"142575012468097024","#Yocomotú ;))","P"
"142575019338371072","Cuantos más esfuerzos reunamos entre todos, menos tiempo durará la angustia de los más damnificados por la crisis...","N"
